http://contextus.net/ontology/ontomedia/core/space#	0	0	false	0
http://contextus.net/ontology/ontomedia/ext/common/being#	0	0	false	0
http://contextus.net/ontology/ontomedia/ext/common/trait#	0	0	false	0
http://contextus.net/ontology/ontomedia/misc/date#	0	0	false	0
http://contsem.unizar.es/def/sector-publico/pproc	3	22	true	5
http://courseware.rkbexplorer.com/ontologies/courseware	0	0	false	0
http://creativecommons.org/ns	0	0	false	0
http://d-nb.info/standards/elementset/agrelon	0	0	false	0
http://d-nb.info/standards/elementset/dnb	0	0	false	0
http://data.archiveshub.ac.uk/def/	0	0	false	0
http://data.ign.fr/def/geometrie	0	0	false	0
http://data.ign.fr/def/topo	13	233	true	0
http://data.lirmm.fr/ontologies/food	0	0	false	0
http://data.lirmm.fr/ontologies/osp	0	0	false	0
http://data.lirmm.fr/ontologies/passim	0	0	false	0
http://data.lirmm.fr/ontologies/poste	0	0	false	0
http://data.lirmm.fr/ontologies/vdpp	0	0	false	0
http://data.ordnancesurvey.co.uk/ontology/50kGazetteer/	0	0	false	0
http://data.ordnancesurvey.co.uk/ontology/admingeo/	1	1	false	0
http://data.ordnancesurvey.co.uk/ontology/geometry/	0	0	false	0
http://data.ordnancesurvey.co.uk/ontology/postcode/	0	0	false	0
http://data.ordnancesurvey.co.uk/ontology/spatialrelations/	1	1	false	0
http://data.press.net/ontology/asset/	0	0	false	0
http://data.press.net/ontology/classification/	0	0	false	0
http://data.press.net/ontology/event/	0	0	false	0
http://data.press.net/ontology/identifier/	0	0	false	0
http://data.press.net/ontology/stuff/	0	0	false	0
http://data.press.net/ontology/tag/	0	0	false	0
http://data.semanticweb.org/ns/swc/ontology	2	6	false	2
http://data.totl.net/game/	2	4	false	1
http://dati.camera.it/ocd/	0	0	false	0
http://def.seegrid.csiro.au/isotc211/iso19108/2002/temporal	0	0	false	0
http://def.seegrid.csiro.au/isotc211/iso19115/2003/dataquality	0	0	false	0
http://def.seegrid.csiro.au/isotc211/iso19115/2003/extent	0	0	false	0
http://def.seegrid.csiro.au/isotc211/iso19115/2003/lineage	0	0	false	0
http://dev.poderopedia.com/vocab/schema	1	2	false	1
http://elite.polito.it/ontologies/dogont.owl	0	0	false	0
http://eprints.org/ontology/	0	0	false	0
http://geovocab.org/geometry	0	0	false	0
http://geovocab.org/spatial	0	0	false	0
http://id.loc.gov/vocabulary/relators	0	0	false	0
http://idi.fundacionctic.org/cruzar/turismo	15	102	false	15
http://iflastandards.info/ns/fr/frad/	0	0	false	0
http://iflastandards.info/ns/fr/frbr/frbrer/	0	0	false	0
http://ns.inria.fr/semed/eduprogression/	0	0	false	0
http://purl.oclc.org/NET/muo/ucum/	0	0	false	0
http://purl.org/vocab/bio/0.1/	1	1	false	11
http://purl.org/vocab/vann/	0	0	false	0
http://qudt.org/schema/qudt	14	35	false	3
http://schema.org/	0	0	false	0
http://vocab.deri.ie/void	0	0	false	0
http://www.aktors.org/ontology/portal	9	62	false	8
http://www.opengis.net/ont/geosparql	0	0	false	0
http://www.w3.org/2004/02/skos/core	0	0	false	0
http://www.w3.org/ns/org#	1	1	false	1
https://saref.etsi.org/core/	1	10	false	1
https://saref.etsi.org/saref4envi/	4	24	false	0
https://w3id.org/ep-plan	0	0	false	0
https://w3id.org/vocab/sdm	0	0	false	0
http://bag.basisregistraties.overheid.nl/def/bag	0	0	false	0
http://erlangen-crm.org/current/	0	0	false	0
http://inference-web.org/2.0/ds.owl	1	1	false	1
http://inference-web.org/2.0/pml-provenance.owl	0	0	false	0
http://iserve.kmi.open.ac.uk/ns/hrests	0	0	false	0
http://iserve.kmi.open.ac.uk/ns/msm	0	0	false	0
http://kdo.render-project.eu/kdo#	1	3	false	1
http://kmi.open.ac.uk/projects/smartproducts/ontologies/food.owl	8	75	false	5
